Date,BTC,ETH,FTT,SOL,XRP
2021-08-28,48902.40234,3244.40332,51.20824051,96.70317078,1.145504951
2021-08-29,48829.83203,3227.002686,47.4381485,94.46967316,1.140831947
2021-08-30,47054.98438,3224.374268,46.27912521,110.5448074,1.101434946
2021-08-31,47166.6875,3433.732666,48.5047226,108.4837723,1.187592983
2021-09-01,48847.02734,3834.828125,65.18187714,111.0330048,1.23488903
2021-09-02,49327.72266,3790.98999,60.33884811,128.1023865,1.256324053
2021-09-03,50025.375,3940.614746,63.70963287,146.5830536,1.291435003
2021-09-04,49944.625,3887.828369,60.90475082,139.1130676,1.255779028
2021-09-05,51753.41016,3952.133545,63.54755783,142.0708771,1.305498004
2021-09-06,52633.53516,3928.379395,73.3478775,164.3809204,1.389412999
2021-09-07,46811.12891,3426.394287,70.94881439,173.1489258,1.125098944
2021-09-08,46091.39063,3497.315186,76.18854523,191.0413971,1.100720048
2021-09-09,46391.42188,3427.340088,79.871315,188.1958008,1.089401007
2021-09-10,44883.91016,3211.505859,72.94228363,179.8652344,1.057266951
2021-09-11,45201.45703,3270.278076,72.54743195,178.8678741,1.079905987
2021-09-12,46063.26953,3410.134521,73.52809143,174.5376282,1.119636059
2021-09-13,44963.07422,3285.511719,68.32622528,169.2695465,1.064677954
2021-09-14,47092.49219,3429.169678,67.71075439,158.0948181,1.096573949
2021-09-15,48176.34766,3615.282715,71.18161774,159.1173859,1.12135303
2021-09-16,47783.35938,3571.294922,67.4822998,152.4740601,1.091498017
2021-09-17,47267.51953,3398.538818,61.67523575,147.5930634,1.065598011
2021-09-18,48278.36328,3432.018311,63.75904465,169.1842194,1.075667977
2021-09-19,47260.21875,3329.447998,60.81387711,152.5166931,1.048428059
2021-09-20,42843.80078,2958.993408,52.49813843,132.1344604,0.917151988
2021-09-21,40693.67578,2764.431152,51.45484161,123.9503937,0.876329005
2021-09-22,43574.50781,3077.86792,55.82970047,147.9242554,1.004076004
2021-09-23,44895.09766,3155.523682,57.61820984,149.7535706,1.002040029
2021-09-24,42839.75,2931.669189,52.98456192,139.3956451,0.945923984
2021-09-25,42716.59375,2925.565674,54.93072891,136.1789246,0.941341996
2021-09-26,43208.53906,3062.265381,55.85790253,135.6993713,0.944720984
2021-09-27,42235.73047,2934.138916,51.77370834,136.7284241,0.923685014
2021-09-28,41034.54297,2807.296631,48.14509201,131.5372162,0.893688977
2021-09-29,41564.36328,2853.143311,49.94547653,135.3514557,0.928349018
2021-09-30,43790.89453,3001.678955,51.56728363,141.069046,0.952636003
2021-10-01,48116.94141,3307.516113,55.24655914,161.682373,1.042623997
2021-10-02,47711.48828,3391.694336,56.16637421,169.0930176,1.038674951
2021-10-03,48199.95313,3418.358643,56.74550247,172.5891571,1.055170059
2021-10-04,49112.90234,3380.089111,55.83345413,166.7319183,1.043004036
2021-10-05,51514.8125,3518.518555,58.93855667,164.1158295,1.085502982
2021-10-06,55361.44922,3580.562012,56.79457092,154.1077423,1.077656031
2021-10-07,53805.98438,3587.974854,55.76900101,154.281189,1.068025947
2021-10-08,53967.84766,3563.759277,55.13325119,158.9492035,1.062891006
2021-10-09,54968.22266,3575.716797,55.94057083,156.8258362,1.159926057
2021-10-10,54771.57813,3425.852783,53.64910507,148.0487061,1.138453007
2021-10-11,57484.78906,3545.354004,54.55145645,144.858139,1.137887955
2021-10-12,56041.05859,3492.573242,52.84870148,152.7371216,1.101858974
2021-10-13,57401.09766,3606.20166,54.11632156,148.1760406,1.128391981
2021-10-14,57321.52344,3786.01416,55.43270111,149.7568054,1.132315993
2021-10-15,61593.94922,3862.634766,56.97117996,162.5962067,1.140550017
2021-10-16,60892.17969,3830.38208,56.39341736,157.5388184,1.135095954
2021-10-17,61553.61719,3847.104492,56.39690781,159.7438049,1.093467951
2021-10-18,62026.07813,3748.760254,55.48421097,157.2312775,1.083842039
2021-10-19,64261.99219,3877.650879,57.07661438,156.0170288,1.092079997
2021-10-20,65992.83594,4155.992188,61.32431793,175.9468689,1.142328024
2021-10-21,62210.17188,4054.322754,61.59153366,190.3184357,1.089315057
2021-10-22,60692.26563,3970.181885,62.86208344,196.4315338,1.088374019
2021-10-23,61393.61719,4171.663574,63.48175812,197.7038574,1.094496965
2021-10-24,60930.83594,4087.903076,61.91434479,202.3619843,1.084282994
2021-10-25,63039.82422,4217.876953,65.59429169,210.1042938,1.095157981
2021-10-26,60363.79297,4131.102051,62.75568008,199.807251,1.108093023
2021-10-27,58482.38672,3930.257324,58.04042053,183.7745972,0.995451987
2021-10-28,60622.13672,4287.318848,60.17987061,194.8639832,1.058820009
2021-10-29,62227.96484,4414.746582,61.25985336,200.1827545,1.081503034
2021-10-30,61888.83203,4325.650391,59.57424545,195.4160614,1.08394897
2021-10-31,61318.95703,4288.074219,59.37773514,202.4210205,1.113247037
2021-11-01,61004.40625,4324.626953,59.13499451,203.5450897,1.092867017
2021-11-02,63226.40234,4584.798828,61.17749405,220.2395935,1.136196017
2021-11-03,62970.04688,4607.193848,62.47348022,242.898819,1.208796024
2021-11-04,61452.23047,4537.324219,59.65552902,247.3877716,1.202003002
2021-11-05,61125.67578,4486.243164,59.03327179,236.4743347,1.161532998
2021-11-06,61527.48047,4521.581055,61.53620529,258.9343262,1.152454019
2021-11-07,63326.98828,4620.554688,63.82938004,249.8234863,1.217533946
2021-11-08,67566.82813,4812.087402,65.36107635,248.4671783,1.282377005
2021-11-09,66971.82813,4735.068848,62.4581337,239.2131348,1.258929968
2021-11-10,64995.23047,4636.174316,59.01550674,233.7795258,1.193372965
2021-11-11,64949.96094,4730.384277,59.36059952,234.2407532,1.218364
2021-11-12,64155.94141,4667.115234,58.03027344,228.5020905,1.189355016
2021-11-13,64469.52734,4651.460449,55.77125549,241.8250275,1.191938043
2021-11-14,65466.83984,4626.358887,55.98162079,238.4255219,1.188596964
2021-11-15,63557.87109,4557.503906,54.87371445,237.5536041,1.171370983
2021-11-16,60161.24609,4216.365234,50.37514496,219.2390289,1.090934038
2021-11-17,60368.01172,4287.59375,51.54854965,218.7152405,1.096290946
2021-11-18,56942.13672,4000.650879,50.38106537,195.4874115,1.041954041
2021-11-19,58119.57813,4298.306641,52.48077011,215.280014,1.091492057
2021-11-20,59697.19531,4409.931152,53.38624573,218.015274,1.097645998
2021-11-21,58730.47656,4269.73291,51.90529251,231.2826233,1.060173035
2021-11-22,56289.28906,4088.457764,49.41732788,215.7372742,1.036622047
2021-11-23,57569.07422,4340.763672,50.55205536,221.8368988,1.067057014
2021-11-24,56280.42578,4239.981445,49.37354279,214.9215393,1.042075038
2021-11-25,57274.67969,4274.743164,50.38048935,206.2529907,1.031888008
2021-11-26,53569.76563,4030.908936,47.41309357,191.5117493,0.936349988
2021-11-27,54815.07813,4096.912109,48.13199234,193.1021576,0.947157979
2021-11-28,57248.45703,4294.453613,50.81375885,200.676651,0.968751013
2021-11-29,57806.56641,4445.10498,51.69413757,204.3193665,0.991961002
2021-11-30,57005.42578,4631.479004,50.69477463,208.67099,0.998754025
2021-12-01,57229.82813,4586.990234,50.82134628,229.7992401,0.990930021
2021-12-02,56477.81641,4511.302246,49.34584045,233.993042,0.972311974
2021-12-03,53598.24609,4220.706055,47.02469254,211.2243958,0.922244012
2021-12-04,49200.70313,4119.587402,44.00665283,201.1248322,0.847028971
2021-12-05,49368.84766,4198.322754,43.87445831,196.1682587,0.805594981
2021-12-06,50582.625,4358.737305,44.03069305,194.1992188,0.828288019
2021-12-07,50700.08594,4315.061523,42.96078491,190.5969086,0.818588018
2021-12-08,50504.79688,4439.35791,44.05738831,194.6217041,0.863306999
2021-12-09,47672.12109,4119.815918,40.26017761,181.1780853,0.861271977
2021-12-10,47243.30469,3908.496094,38.6902504,167.954834,0.801096976
2021-12-11,49362.50781,4084.452393,40.49907684,171.9494934,0.839312971
2021-12-12,50098.33594,4134.453125,41.28619766,173.4316711,0.841323972
2021-12-13,46737.48047,3784.226807,37.73789978,155.2130585,0.782894015
2021-12-14,46612.63281,3745.44043,37.45528412,153.3414459,0.796248972
2021-12-15,48896.72266,4018.388672,39.25053406,178.3407898,0.827431023
2021-12-16,47665.42578,3962.469727,38.36585236,176.9546661,0.806230009
2021-12-17,46202.14453,3879.486572,37.54801941,175.5032959,0.799291015
2021-12-18,46848.77734,3960.860107,39.897789,182.8351288,0.827378988
2021-12-19,46707.01563,3922.592529,39.75465775,180.098053,0.835033
2021-12-20,46880.27734,3933.844482,40.52709579,173.6717834,0.879827976
2021-12-21,48936.61328,4020.26001,41.9863205,180.0925446,0.947646022
2021-12-22,48628.51172,3982.099609,41.35666275,178.5971222,0.95469898
2021-12-23,50784.53906,4108.015625,43.08201981,190.0363159,0.993285
2021-12-24,50822.19531,4047.98291,42.70760345,190.2731934,0.912047029
2021-12-25,50429.85938,4093.281006,42.78099823,193.1209259,0.924818993
2021-12-26,50809.51563,4067.328125,42.59400177,198.0007324,0.92118001
2021-12-27,50640.41797,4037.547607,42.58992004,195.4295044,0.926183999
2021-12-28,47588.85547,3800.893066,40.08704376,177.4256287,0.852959991
2021-12-29,46444.71094,3628.531738,38.56900787,170.6575623,0.816713989
2021-12-30,47178.125,3713.852051,38.9359169,172.7511902,0.839649022
2021-12-31,46306.44531,3682.632813,38.31381607,170.2990723,0.831162989
2022-01-01,47686.8125,3769.697021,40.20424652,178.5179443,0.849471986
2022-01-02,47345.21875,3829.564941,40.18291855,176.382843,0.859117985
2022-01-03,46458.11719,3761.380371,40.2234993,170.2977448,0.832885027
2022-01-04,45897.57422,3794.056641,41.43707275,167.9389038,0.824672997
2022-01-05,43569.00391,3550.386963,38.21641922,155.0997314,0.774357975
2022-01-06,43160.92969,3418.408203,38.66798782,150.4313507,0.781346023
2022-01-07,41557.90234,3193.210449,35.4932518,136.4028168,0.763073981
2022-01-08,41733.94141,3091.972656,35.23113632,142.5134583,0.747687995
2022-01-09,41911.60156,3157.751465,37.21450043,140.8390045,0.754504979
2022-01-10,41821.26172,3083.0979,38.08766174,135.9549408,0.739335001
2022-01-11,42735.85547,3238.111572,39.73418808,140.1838531,0.770554006
2022-01-12,43949.10156,3372.258301,41.4346962,151.7031097,0.79954797
2022-01-13,42591.57031,3248.288574,40.93390274,146.0100403,0.768328011
2022-01-14,43099.69922,3310.001465,44.60035324,146.1590271,0.774296999
2022-01-15,43177.39844,3330.530762,46.06550217,147.801178,0.781422973
2022-01-16,43113.87891,3350.921875,46.42499161,147.8565216,0.778954029
2022-01-17,42250.55078,3212.304932,44.4002533,139.9260101,0.762741983
2022-01-18,42375.63281,3164.025146,44.96219254,141.5871887,0.752631009
2022-01-19,41744.32813,3095.825928,46.73438263,135.7923889,0.739749014
2022-01-20,40680.41797,3001.120117,45.22596359,127.2052841,0.719421029
2022-01-21,36457.31641,2557.931641,38.4553299,111.9660568,0.635738015
2022-01-22,35030.25,2405.181152,33.47580338,94.17836761,0.596041977
2022-01-23,36276.80469,2535.039063,35.95437241,99.57822418,0.628755987
2022-01-24,36654.32813,2440.352295,35.61169052,91.65016174,0.612138987
2022-01-25,36954.00391,2455.935059,36.44079971,94.72035217,0.617563009
2022-01-26,36852.12109,2468.030273,36.5316658,92.23804474,0.622071981
2022-01-27,37138.23438,2423.001221,38.28979111,89.63249207,0.608770013
2022-01-28,37784.33203,2547.092041,40.04177856,91.31289673,0.612511992
2022-01-29,38138.17969,2597.084717,41.65922928,96.22348785,0.616935015
2022-01-30,37917.60156,2603.466553,41.0958786,93.29767609,0.603181005
2022-01-31,38483.125,2688.278809,43.67175293,99.7388382,0.619149029
2022-02-01,38743.27344,2792.117188,45.24133301,109.978981,0.629233003
2022-02-02,36952.98438,2682.854004,42.92850113,101.8376007,0.601482987
2022-02-03,37154.60156,2679.162598,42.53908157,101.4590378,0.607684016
2022-02-04,41500.875,2983.586914,45.96889114,112.1742477,0.655876994
2022-02-05,41441.16406,3014.648193,46.21980286,113.8943024,0.667127013
2022-02-06,42412.43359,3057.476074,46.6219902,115.2997589,0.683646977
2022-02-07,43840.28516,3142.470703,47.20431137,117.3551483,0.82781899
2022-02-08,44118.44531,3122.608643,46.47657013,113.5954819,0.878193974
2022-02-09,44338.79688,3239.457031,47.9137001,114.0193787,0.870626986
2022-02-10,43565.11328,3077.482178,44.91081619,106.2028046,0.830009997
2022-02-11,42407.9375,2927.383545,43.42816925,96.38188171,0.760226011
2022-02-12,42244.46875,2917.362793,44.18464661,95.91820526,0.82240802
2022-02-13,42197.51563,2883.463379,44.52643585,93.24410248,0.810272992
2022-02-14,42586.91797,2933.479004,44.87366104,96.43327332,0.80221802
2022-02-15,44575.20313,3179.877197,47.20053864,104.8733063,0.852333009
2022-02-16,43961.85938,3127.830078,46.51514053,101.9328995,0.839035988
2022-02-17,40538.01172,2881.481934,43.65227509,93.41042328,0.767172992
2022-02-18,40030.97656,2785.727539,43.13286972,90.06546021,0.785889983
2022-02-19,40122.15625,2763.701172,42.78858185,91.4966507,0.822528005
2022-02-20,38431.37891,2628.648438,40.90763474,90.90141296,0.778295994
2022-02-21,37075.28125,2573.816162,39.87975693,83.12316132,0.703465998
2022-02-22,38286.02734,2639.299316,41.55524445,86.46538544,0.722832978
2022-02-23,37296.57031,2590.359619,40.88623428,84.90278625,0.698746026
2022-02-24,38332.60938,2598.067139,41.27014542,89.19474792,0.696272016
2022-02-25,39214.21875,2764.535645,43.05149841,92.59882355,0.768903017
2022-02-26,39105.14844,2781.111816,43.3238678,90.14156342,0.750972986
2022-02-27,37709.78516,2621.801758,41.57076263,85.5190506,0.721992016
2022-02-28,43193.23438,2919.201172,45.97260284,99.5203476,0.782043993
2022-03-01,44354.63672,2972.485107,46.23248672,98.65355682,0.784861982
2022-03-02,43924.11719,2950.118408,46.21814728,100.6496353,0.768495977
2022-03-03,42451.78906,2834.468994,44.87667084,95.53919983,0.752184987
2022-03-04,39137.60547,2617.156006,40.44295883,88.24597931,0.712671995
2022-03-05,39400.58594,2664.831055,41.15986252,89.64784241,0.754899979
2022-03-06,38419.98438,2555.037354,39.81920242,84.54218292,0.725993991
2022-03-07,38062.03906,2497.77124,39.83638382,82.13006592,0.723286986
2022-03-08,38737.26953,2576.747559,40.55521774,82.25476074,0.720977008
2022-03-09,41982.92578,2729.783447,42.83615494,88.20206451,0.767235994
2022-03-10,39437.46094,2608.048584,40.77854156,82.93908691,0.737465024
2022-03-11,38794.97266,2559.562988,40.86930847,80.74499512,0.802155018
2022-03-12,38904.01172,2574.75415,41.05287933,81.55381775,0.786587
2022-03-13,37849.66406,2518.94458,39.95965195,78.9360733,0.761350989
2022-03-14,39666.75391,2590.696045,41.50074768,81.17333984,0.774655998
2022-03-15,39338.78516,2620.149658,41.0680275,82.95508575,0.766782999
2022-03-16,41143.92969,2772.055664,42.7516098,87.90362549,0.793537974
2022-03-17,40951.37891,2814.854492,43.10668564,87.87684631,0.793502986
2022-03-18,41801.15625,2945.343018,44.6448555,89.82203674,0.798265994
2022-03-19,42190.65234,2946.25708,44.89141846,92.41815186,0.819373012
2022-03-20,41247.82422,2860.459229,44.01049042,88.61486053,0.806120992
2022-03-21,41077.99609,2897.976563,44.77135849,88.75720215,0.838151991
2022-03-22,42358.80859,2973.131104,45.31536865,90.51296997,0.837096989
2022-03-23,42892.95703,3031.067139,46.20652771,95.10268402,0.837886989
2022-03-24,43960.93359,3108.062012,49.44827271,102.2236938,0.842967987
2022-03-25,44348.73047,3106.671387,49.75099564,98.65810394,0.825127006
2022-03-26,44500.82813,3143.178955,49.91953659,101.764183,0.832772017
2022-03-27,46820.49219,3291.577637,51.96204758,107.0842209,0.857343018
2022-03-28,47128.00391,3336.634521,51.72575378,106.4652557,0.863304019
2022-03-29,47465.73047,3401.987793,51.09607315,111.7103119,0.85799998
2022-03-30,47062.66406,3385.157959,51.16405487,120.6994858,0.860813975
2022-03-31,45538.67578,3281.642822,48.88536835,122.6614609,0.81456399
2022-04-01,46281.64453,3449.552246,50.49321365,134.4309387,0.827740014
2022-04-02,45868.94922,3445.059326,49.72848511,132.1988678,0.824918985
2022-04-03,46453.56641,3522.833496,50.45622635,136.7753296,0.842949986
2022-04-04,46622.67578,3521.241211,50.13238144,132.4126282,0.827251017
2022-04-05,45555.99219,3411.79248,48.5684967,126.862236,0.817641973
2022-04-06,43206.73828,3171.691895,45.09887314,112.8833847,0.761313975
2022-04-07,43503.84766,3233.274658,45.63444519,118.7965164,0.787999988
2022-04-08,42287.66406,3192.073975,44.72621536,109.8008804,0.754055977
2022-04-09,42782.13672,3261.91626,45.6590004,112.9727936,0.763584971
2022-04-10,42207.67188,3211.866943,45.11608124,111.7424393,0.756614029
2022-04-11,39521.90234,2981.052246,41.41772842,99.3391037,0.695023
2022-04-12,40127.18359,3030.376465,41.82501984,103.3063889,0.716614008
2022-04-13,41166.73047,3118.344238,42.88591766,105.0019455,0.723850012
2022-04-14,39935.51563,3019.909424,41.71937561,100.7078018,0.726818979
2022-04-15,40553.46484,3040.916504,42.60456085,101.3097763,0.785674989
2022-04-16,40424.48438,3062.310303,41.85102081,102.2573166,0.78184098
2022-04-17,39716.95313,2993.40332,44.83160019,100.4096985,0.75315398
2022-04-18,40826.21484,3057.606689,43.40010452,102.1585312,0.768016994
2022-04-19,41502.75,3104.106445,43.53013611,108.5820313,0.775062978
2022-04-20,41374.37891,3077.74585,42.79143143,105.4970016,0.752178013
2022-04-21,40527.36328,2987.480713,42.17320251,101.7761383,0.73317802
2022-04-22,39740.32031,2964.835693,41.41786957,100.6120529,0.719193995
2022-04-23,39486.73047,2938.114014,41.12346649,100.7444382,0.707705021
2022-04-24,39469.29297,2922.732666,40.79900742,99.23579407,0.698738992
2022-04-25,40458.30859,3009.393555,41.8993721,101.2476349,0.694426
2022-04-26,38117.46094,2808.29834,38.67948532,95.78215027,0.641699016
2022-04-27,39241.12109,2888.929688,39.602005,98.3788681,0.652318001
2022-04-28,39773.82813,2936.940918,40.25321198,98.18572998,0.644362986
2022-04-29,38609.82422,2815.601807,38.78173065,94.01134491,0.611406982
2022-04-30,37714.875,2730.186768,38.00925827,85.09593201,0.587091029
2022-05-01,38469.09375,2827.756104,39.1348114,89.67150879,0.607843995
2022-05-02,38529.32813,2857.4104,39.06038666,87.58101654,0.614269018
2022-05-03,37750.45313,2783.476318,37.80875778,85.84237671,0.604848981
2022-05-04,39698.37109,2940.644775,39.56329727,92.77085114,0.646474004
2022-05-05,36575.14063,2749.213135,36.23539352,84.59602356,0.598886013
2022-05-06,36040.92188,2694.979736,35.90779877,81.76410675,0.602569997
2022-05-07,35501.95313,2636.093018,35.11285019,78.98342133,0.582346976
2022-05-08,34059.26563,2517.459961,33.84153366,75.22018433,0.566527009
2022-05-09,30296.95313,2245.43042,30.53663254,63.26965332,0.492940009
2022-05-10,31022.90625,2343.510986,33.13322067,66.76615143,0.513625979
2022-05-11,28936.35547,2072.108643,29.71458817,50.21084976,0.413376004
2022-05-12,29047.75195,1961.701538,29.72385216,44.68358994,0.385206014
2022-05-13,29283.10352,2014.418213,30.8253479,48.59355164,0.423417002
2022-05-14,30101.26563,2056.273926,31.59646416,52.41722488,0.427774012
2022-05-15,31305.11328,2145.706787,32.6455307,58.81126022,0.447371006
2022-05-16,29862.91797,2022.725952,31.87615967,53.64646149,0.422499001
2022-05-17,30425.85742,2090.40918,32.03872299,57.12562561,0.437622994
2022-05-18,28720.27148,1916.656128,29.69733429,49.75621033,0.406165987
2022-05-19,30314.33398,2018.336182,30.92023659,52.21397781,0.419975996
2022-05-20,29200.74023,1961.315674,29.77707863,49.53850937,0.411137015
2022-05-21,29432.22656,1974.518311,30.08843422,50.31798172,0.414673001
2022-05-22,30323.72266,2043.170166,30.79744148,52.75518036,0.422336996
2022-05-23,29098.91016,1972.181885,29.67707634,49.05685043,0.404671013
2022-05-24,29655.58594,1978.982788,29.82635689,49.65333557,0.408713013
2022-05-25,29562.36133,1944.827881,29.01169395,47.98242569,0.405784994
2022-05-26,29267.22461,1803.91333,27.59775352,43.49121094,0.393169999
2022-05-27,28627.57422,1724.922852,26.39837456,40.98134613,0.381787002
2022-05-28,28814.90039,1757.941772,27.10719299,44.34316254,0.386323005
2022-05-29,29445.95703,1812.031006,27.26719093,44.90961456,0.389016002
2022-05-30,31726.39063,1996.441284,29.16701126,47.17944336,0.418175012
2022-05-31,31792.31055,1942.328003,28.95060539,45.76784134,0.421867013
2022-06-01,29799.08008,1823.569336,26.90548515,40.26966858,0.398084998
2022-06-02,30467.48828,1834.150513,27.13927078,40.89134598,0.405301988
2022-06-03,29704.39063,1775.078613,25.99463272,38.25922012,0.390765995
2022-06-04,29832.91406,1801.609497,25.97548485,38.93144608,0.39230901
2022-06-05,29906.66211,1805.204956,26.13372993,38.4805336,0.39537999
2022-06-06,31370.67188,1859.289673,27.36559868,42.43313217,0.403010994
2022-06-07,31155.47852,1814.04834,27.06485367,39.43757248,0.407701999
2022-06-08,30214.35547,1793.572266,28.1297226,38.84336853,0.400647998
2022-06-09,30111.99805,1789.82605,28.53532982,39.97260666,0.400323987
2022-06-10,29083.80469,1665.042236,27.5845089,37.08976746,0.38173601
2022-06-11,28360.81055,1529.663452,27.39906311,33.8211174,0.359025002
2022-06-12,26762.64844,1445.216553,28.09258461,30.74327087,0.345490009
2022-06-13,22487.38867,1204.582764,24.44530106,28.19236183,0.310802013
2022-06-14,22206.79297,1211.662842,24.02503395,29.71461868,0.322142988
2022-06-15,22572.83984,1233.206421,25.49200821,34.48794174,0.343703002
2022-06-16,20381.65039,1067.730713,23.262043,29.98974228,0.312056005
2022-06-17,20471.48242,1086.519287,24.35045815,30.74291992,0.321381003
2022-06-18,19017.64258,993.6367798,22.83035469,31.80793571,0.308090001
2022-06-19,20553.27148,1127.656494,25.03437805,34.24374771,0.326052994
2022-06-20,20599.53711,1127.642456,26.70549965,35.41711426,0.323345989
2022-06-21,20710.59766,1124.824585,27.33817673,36.1211586,0.328626007
2022-06-22,19987.0293,1051.421875,25.20549011,34.12163544,0.322584987
2022-06-23,21085.87695,1143.386719,26.3312645,38.17523193,0.335530996
2022-06-24,21231.65625,1226.844727,26.73080444,42.21204758,0.367587
2022-06-25,21502.33789,1243.446899,27.92702675,42.33281326,0.367556006
2022-06-26,21027.29492,1199.831665,27.15359879,39.40808868,0.358864009
2022-06-27,20735.47852,1193.680664,27.16296005,38.45125198,0.353235006
2022-06-28,20280.63477,1144.579224,25.63458061,35.3264389,0.337329
2022-06-29,20104.02344,1098.943848,24.82902145,33.87390137,0.328978002
2022-06-30,19784.72656,1067.298828,24.53266144,33.58841705,0.331447989
2022-07-01,19269.36719,1059.767334,24.55630875,32.80307007,0.313677013
2022-07-02,19242.25586,1066.512817,24.62620163,33.35940933,0.315578997
2022-07-03,19297.07617,1073.766968,24.37348175,33.38593292,0.321702987
2022-07-04,20231.26172,1151.059082,25.92241669,36.78503036,0.328790009
2022-07-05,20190.11523,1134.541016,25.19189262,35.39555359,0.325423002
2022-07-06,20548.24609,1186.973999,26.26527214,37.07356262,0.332271993
2022-07-07,21637.58789,1237.593384,27.45919037,38.51830673,0.342150986
2022-07-08,21731.11719,1222.506226,27.46585083,38.28672028,0.341627985
2022-07-09,21592.20703,1216.978271,27.13601494,38.07196045,0.344951987
2022-07-10,20860.44922,1168.401611,25.89983368,36.69760895,0.325663
2022-07-11,19970.55664,1097.236572,24.99665451,33.46360016,0.314296991
2022-07-12,19323.91406,1038.19165,23.88285637,32.75759506,0.311659008
2022-07-13,20212.07422,1113.587158,24.96725273,34.91093826,0.323729992
