Date,ADA,AVAX,BNB,BTC,DOGE,DOT,ETH,FTT,MATIC,SOL,XRP
2021-11-27,1.546118021,113.2766495,600.336792,54815.07813,0.205347002,35.18669891,4096.912109,48.13199234,1.614040017,193.1021576,0.947157979
2021-11-28,1.592854977,110.5890198,611.3668213,57248.45703,0.207471997,35.76512146,4294.453613,50.81375885,1.651839972,200.676651,0.968751013
2021-11-29,1.602507949,120.2583008,624.3100586,57806.56641,0.215175003,37.16265488,4445.10498,51.69413757,1.81782496,204.3193665,0.991961002
2021-11-30,1.55490303,120.3436966,622.6698608,57005.42578,0.214715004,37.960495,4631.479004,50.69477463,1.785351038,208.67099,0.998754025
2021-12-01,1.547713041,119.7508469,627.9715576,57229.82813,0.209487006,36.77326584,4586.990234,50.82134628,2.00829792,229.7992401,0.990930021
2021-12-02,1.715366006,107.8665466,619.4701538,56477.81641,0.209726006,35.75789261,4511.302246,49.34584045,2.127288103,233.993042,0.972311974
2021-12-03,1.556555033,108.1378479,594.6359863,53598.24609,0.199992999,33.63953018,4220.706055,47.02469254,2.268029928,211.2243958,0.922244012
2021-12-04,1.420706034,92.88023376,569.0772705,49200.70313,0.178853005,29.36883736,4119.587402,44.00665283,1.980306029,201.1248322,0.847028971
2021-12-05,1.378105044,85.7900238,557.7830811,49368.84766,0.171255007,28.3101387,4198.322754,43.87445831,2.045602083,196.1682587,0.805594981
2021-12-06,1.425392985,93.31929779,589.2561646,50582.625,0.178399995,28.24952316,4358.737305,44.03069305,2.279711008,194.1992188,0.828288019
2021-12-07,1.381940961,89.95217896,579.6898804,50700.08594,0.176805004,30.5438652,4315.061523,42.96078491,2.366476059,190.5969086,0.818588018
2021-12-08,1.397073984,93.22105408,607.5927734,50504.79688,0.179150999,29.87049866,4439.35791,44.05738831,2.418730021,194.6217041,0.863306999
2021-12-09,1.290439963,85.4617691,571.6489868,47672.12109,0.169484004,26.95192146,4119.815918,40.26017761,2.09027791,181.1780853,0.861271977
2021-12-10,1.211688995,80.73967743,552.9668579,47243.30469,0.164422005,26.45391464,3908.496094,38.6902504,2.097673893,167.954834,0.801096976
2021-12-11,1.354248047,86.39281464,564.3225098,49362.50781,0.169018999,27.77472878,4084.452393,40.49907684,2.132515907,171.9494934,0.839312971
2021-12-12,1.347282052,88.1091156,570.8239746,50098.33594,0.169891,29.60898018,4134.453125,41.28619766,2.086988926,173.4316711,0.841323972
2021-12-13,1.225347996,79.14962769,521.0115967,46737.48047,0.157564998,25.97110558,3784.226807,37.73789978,1.820276976,155.2130585,0.782894015
2021-12-14,1.222834945,87.31190491,511.2293701,46612.63281,0.180157006,26.16841888,3745.44043,37.45528412,1.802768946,153.3414459,0.796248972
2021-12-15,1.311846972,101.1814499,541.0269775,48896.72266,0.181081995,27.14575958,4018.388672,39.25053406,2.122060061,178.3407898,0.827431023
2021-12-16,1.240533948,98.40188599,526.246521,47665.42578,0.173454002,26.04307747,3962.469727,38.36585236,2.072689056,176.9546661,0.806230009
2021-12-17,1.219892025,111.0087662,525.7062988,46202.14453,0.169009998,24.66302681,3879.486572,37.54801941,2.12806797,175.5032959,0.799291015
2021-12-18,1.242534041,116.0168686,533.8913574,46848.77734,0.172399998,25.49075699,3960.860107,39.897789,2.231473923,182.8351288,0.827378988
2021-12-19,1.244660974,107.6737823,529.9720459,46707.01563,0.169576004,24.79140091,3922.592529,39.75465775,2.222235918,180.098053,0.835033
2021-12-20,1.238240004,113.4085159,523.1624756,46880.27734,0.167321995,24.05067444,3933.844482,40.52709579,2.127742052,173.6717834,0.879827976
2021-12-21,1.280858994,123.3329468,528.7109985,48936.61328,0.171175003,25.19419479,4020.26001,41.9863205,2.375984907,180.0925446,0.947646022
2021-12-22,1.328040957,116.477356,533.6449585,48628.51172,0.173214003,27.21607399,3982.099609,41.35666275,2.501101017,178.5971222,0.95469898
2021-12-23,1.474691033,121.2099686,548.7258301,50784.53906,0.184489995,29.11109352,4108.015625,43.08201981,2.679162979,190.0363159,0.993285
2021-12-24,1.392367005,114.9764557,541.9020386,50822.19531,0.186621994,28.13949776,4047.98291,42.70760345,2.467272997,190.2731934,0.912047029
2021-12-25,1.453495026,115.031929,547.3262329,50429.85938,0.190657005,28.83775711,4093.281006,42.78099823,2.636827946,193.1209259,0.924818993
2021-12-26,1.456045032,115.2148285,546.9949951,50809.51563,0.190019995,31.33283615,4067.328125,42.59400177,2.876756907,198.0007324,0.92118001
2021-12-27,1.512912989,113.5986176,562.6414795,50640.41797,0.187704995,30.90867233,4037.547607,42.58992004,2.725954056,195.4295044,0.926183999
2021-12-28,1.402263999,107.2156143,534.9280396,47588.85547,0.174116999,27.90710258,3800.893066,40.08704376,2.4982059,177.4256287,0.852959991
2021-12-29,1.330814004,102.9981232,514.0007935,46444.71094,0.167765006,26.74437332,3628.531738,38.56900787,2.470005989,170.6575623,0.816713989
2021-12-30,1.360414982,101.9282761,518.909729,47178.125,0.171313003,27.56778908,3713.852051,38.9359169,2.55775094,172.7511902,0.839649022
2021-12-31,1.310209036,109.2704849,511.708313,46306.44531,0.170496002,26.71967506,3682.632813,38.31381607,2.527107,170.2990723,0.831162989
2022-01-01,1.37697506,114.1580124,527.3527222,47686.8125,0.173034996,28.58358192,3769.697021,40.20424652,2.574790955,178.5179443,0.849471986
2022-01-02,1.377583981,113.1863327,531.3966675,47345.21875,0.174402997,29.73116684,3829.564941,40.18291855,2.549190044,176.382843,0.859117985
2022-01-03,1.321637034,108.1452103,512.1359863,46458.11719,0.170087993,30.10510063,3761.380371,40.2234993,2.432651997,170.2977448,0.832885027
2022-01-04,1.311658025,103.2392426,507.5061035,45897.57422,0.168803006,28.77773094,3794.056641,41.43707275,2.367248058,167.9389038,0.824672997
2022-01-05,1.236001968,97.85257721,475.0569458,43569.00391,0.159419999,26.79614067,3550.386963,38.21641922,2.195475101,155.0997314,0.774357975
2022-01-06,1.279782057,95.19853973,473.2756042,43160.92969,0.160212994,26.7608223,3418.408203,38.66798782,2.250780106,150.4313507,0.781346023
2022-01-07,1.211547017,86.76771545,447.7884827,41557.90234,0.155022994,24.92523956,3193.210449,35.4932518,2.053826094,136.4028168,0.763073981
2022-01-08,1.18751204,84.05683899,430.2461548,41733.94141,0.151953995,24.02912903,3091.972656,35.23113632,1.995859981,142.5134583,0.747687995
2022-01-09,1.173859954,89.20655823,438.8030701,41911.60156,0.151065007,24.62731934,3157.751465,37.21450043,2.115518093,140.8390045,0.754504979
2022-01-10,1.128051996,84.53261566,424.9337769,41821.26172,0.143359005,23.78005981,3083.0979,38.08766174,2.071801901,135.9549408,0.739335001
2022-01-11,1.185109973,89.5018158,463.5183105,42735.85547,0.153399006,25.54393005,3238.111572,39.73418808,2.356945038,140.1838531,0.770554006
2022-01-12,1.304535031,95.82350922,487.0074158,43949.10156,0.161651999,27.31949425,3372.258301,41.4346962,2.392591,151.7031097,0.79954797
2022-01-13,1.233160973,89.40788269,475.0291138,42591.57031,0.172042996,25.82888985,3248.288574,40.93390274,2.263317108,146.0100403,0.768328011
2022-01-14,1.29092598,90.3405304,489.8674316,43099.69922,0.183549002,27.71286392,3310.001465,44.60035324,2.33772707,146.1590271,0.774296999
2022-01-15,1.29626298,93.31581879,494.9880676,43177.39844,0.185102999,27.73683357,3330.530762,46.06550217,2.353693008,147.801178,0.781422973
2022-01-16,1.407251,92.2397995,498.4279175,43113.87891,0.177175999,27.66512871,3350.921875,46.42499161,2.329822063,147.8565216,0.778954029
2022-01-17,1.594130993,86.75066376,475.7098694,42250.55078,0.171145007,25.72735214,3212.304932,44.4002533,2.221970081,139.9260101,0.762741983
2022-01-18,1.465541005,86.01341248,472.0050659,42375.63281,0.165484995,25.16892815,3164.025146,44.96219254,2.12843895,141.5871887,0.752631009
2022-01-19,1.341757059,82.90330505,462.8220825,41744.32813,0.162356004,24.12955284,3095.825928,46.73438263,2.035978079,135.7923889,0.739749014
2022-01-20,1.258054972,79.06845856,440.0054321,40680.41797,0.155203998,22.98488617,3001.120117,45.22596359,1.960373044,127.2052841,0.719421029
2022-01-21,1.123232961,65.92256165,383.0739136,36457.31641,0.142639995,19.64629364,2557.931641,38.4553299,1.698989987,111.9660568,0.635738015
2022-01-22,1.066715956,59.72904968,358.0961609,35030.25,0.132891998,18.22985649,2405.181152,33.47580338,1.530622959,94.17836761,0.596041977
2022-01-23,1.122370958,64.72541046,383.93396,36276.80469,0.141863003,18.82877541,2535.039063,35.95437241,1.616248012,99.57822418,0.628755987
2022-01-24,1.066598058,62.87763214,371.3689575,36654.32813,0.137797996,18.03674889,2440.352295,35.61169052,1.507573009,91.65016174,0.612138987
2022-01-25,1.043573976,67.90058899,384.6193542,36954.00391,0.143049002,18.34864616,2455.935059,36.44079971,1.55853796,94.72035217,0.617563009
2022-01-26,1.079046965,65.99578857,375.7554626,36852.12109,0.143788993,18.07683945,2468.030273,36.5316658,1.591055036,92.23804474,0.622071981
2022-01-27,1.043532968,64.69680786,390.0882874,37138.23438,0.141247004,18.1348114,2423.001221,38.28979111,1.59168303,89.63249207,0.608770013
2022-01-28,1.050606012,67.12731171,386.0843811,37784.33203,0.141655996,18.33958054,2547.092041,40.04177856,1.679216981,91.31289673,0.612511992
2022-01-29,1.059569955,72.1202774,389.132782,38138.17969,0.143056005,18.71024132,2597.084717,41.65922928,1.694964051,96.22348785,0.616935015
2022-01-30,1.037472963,67.9737854,377.612915,37917.60156,0.139470994,18.17252731,2603.466553,41.0958786,1.60532999,93.29767609,0.603181005
2022-01-31,1.052302957,69.99242401,375.2773132,38483.125,0.141804993,19.42054558,2688.278809,43.67175293,1.643921018,99.7388382,0.619149029
2022-02-01,1.088624001,73.44881439,385.4638062,38743.27344,0.142630994,19.61420441,2792.117188,45.24133301,1.647593021,109.978981,0.629233003
2022-02-02,1.028905988,67.87997437,367.4716797,36952.98438,0.137235001,18.79689789,2682.854004,42.92850113,1.541885018,101.8376007,0.601482987
2022-02-03,1.056444049,68.10771942,370.8777466,37154.60156,0.137540996,18.81250763,2679.162598,42.53908157,1.550246,101.4590378,0.607684016
2022-02-04,1.135624051,77.31163788,399.0296021,41500.875,0.147503003,20.42466354,2983.586914,45.96889114,1.690829992,112.1742477,0.655876994
2022-02-05,1.127344966,77.24948883,414.2000122,41441.16406,0.147140995,21.36698914,3014.648193,46.21980286,1.714359999,113.8943024,0.667127013
2022-02-06,1.144546986,78.75726318,419.5455627,42412.43359,0.15377,21.90333557,3057.476074,46.6219902,1.739951015,115.2997589,0.683646977
2022-02-07,1.197306991,83.16699982,433.2292786,43840.28516,0.165577993,22.36450958,3142.470703,47.20431137,2.019141912,117.3551483,0.82781899
2022-02-08,1.178719997,86.62419891,408.7767639,44118.44531,0.158405006,21.68914795,3122.608643,46.47657013,1.948614001,113.5954819,0.878193974
2022-02-09,1.194810033,90.02086639,422.4655457,44338.79688,0.159123003,21.93041229,3239.457031,47.9137001,2.042768002,114.0193787,0.870626986
2022-02-10,1.15247798,91.13622284,415.1192322,43565.11328,0.151888996,20.63505363,3077.482178,44.91081619,1.895882964,106.2028046,0.830009997
2022-02-11,1.080346942,81.73299408,400.4223938,42407.9375,0.144847006,18.9624424,2927.383545,43.42816925,1.714620948,96.38188171,0.760226011
2022-02-12,1.058199048,81.24567413,403.38974,42244.46875,0.144405007,18.81874084,2917.362793,44.18464661,1.699511051,95.91820526,0.82240802
2022-02-13,1.045819044,78.24311829,398.8867798,42197.51563,0.148947999,18.83148575,2883.463379,44.52643585,1.670021057,93.24410248,0.810272992
2022-02-14,1.050266981,82.01966858,403.6607971,42586.91797,0.146002993,18.7147541,2933.479004,44.87366104,1.658877969,96.43327332,0.80221802
2022-02-15,1.107586026,92.67250061,432.4093933,44575.20313,0.151760995,20.14467621,3179.877197,47.20053864,1.862854958,104.8733063,0.852333009
2022-02-16,1.084980965,95.34611511,427.9181213,43961.85938,0.149094999,19.80115509,3127.830078,46.51514053,1.838526011,101.9328995,0.839035988
2022-02-17,1.019894958,88.12377167,402.4500427,40538.01172,0.138551995,18.1099205,2881.481934,43.65227509,1.656870008,93.41042328,0.767172992
2022-02-18,0.997112989,83.8369751,399.5691833,40030.97656,0.138768002,17.84569931,2785.727539,43.13286972,1.595514059,90.06546021,0.785889983
2022-02-19,0.997703016,85.09931946,400.0435791,40122.15625,0.141205996,17.8922596,2763.701172,42.78858185,1.631834984,91.4966507,0.822528005
2022-02-20,0.932901978,77.33678436,380.8259277,38431.37891,0.136868,16.93050957,2628.648438,40.90763474,1.515848994,90.90141296,0.778295994
2022-02-21,0.858236015,69.98892975,356.6612549,37075.28125,0.128490001,16.19212151,2573.816162,39.87975693,1.408787012,83.12316132,0.703465998
2022-02-22,0.889016986,74.57435608,374.3074646,38286.02734,0.131552994,16.56427574,2639.299316,41.55524445,1.464475989,86.46538544,0.722832978
2022-02-23,0.869168997,73.69863129,366.5394897,37296.57031,0.127846003,16.00956917,2590.359619,40.88623428,1.442373991,84.90278625,0.698746026
2022-02-24,0.853425026,76.52396393,361.2346497,38332.60938,0.123813003,16.17091751,2598.067139,41.27014542,1.439592957,89.19474792,0.696272016
2022-02-25,0.898027003,80.83261871,374.9149475,39214.21875,0.127575994,17.25030518,2764.535645,43.05149841,1.550650001,92.59882355,0.768903017
2022-02-26,0.887917995,81.87970734,373.6387634,39105.14844,0.127646998,18.02455902,2781.111816,43.3238678,1.515293956,90.14156342,0.750972986
2022-02-27,0.858335018,74.99118805,360.5310364,37709.78516,0.123111002,17.47341347,2621.801758,41.57076263,1.453001976,85.5190506,0.721992016
2022-02-28,0.959828019,84.3392334,395.6124268,43193.23438,0.133156002,18.94108772,2919.201172,45.97260284,1.611191034,99.5203476,0.782043993
2022-03-01,0.962346017,86.7359314,408.4822998,44354.63672,0.133938,18.8805027,2972.485107,46.23248672,1.621351957,98.65355682,0.784861982
2022-03-02,0.938661993,83.29166412,409.0003052,43924.11719,0.132990003,18.59346771,2950.118408,46.21814728,1.635244966,100.6496353,0.768495977
2022-03-03,0.902658999,78.55764771,402.5506897,42451.78906,0.129610002,18.01932335,2834.468994,44.87667084,1.584413052,95.53919983,0.752184987
2022-03-04,0.842889011,75.65424347,374.2808838,39137.60547,0.122590996,16.75708008,2617.156006,40.44295883,1.474946022,88.24597931,0.712671995
2022-03-05,0.865671992,76.72742462,384.8733521,39400.58594,0.124995999,17.31272125,2664.831055,41.15986252,1.508265972,89.64784241,0.754899979
2022-03-06,0.823751986,72.52902222,375.0112,38419.98438,0.120765999,16.97882462,2555.037354,39.81920242,1.43669796,84.54218292,0.725993991
2022-03-07,0.797379017,71.88053894,381.344635,38062.03906,0.117105,16.43149567,2497.77124,39.83638382,1.416363001,82.13006592,0.723286986
2022-03-08,0.801249981,72.91835785,381.9585571,38737.26953,0.117028996,16.95365143,2576.747559,40.55521774,1.445284009,82.25476074,0.720977008
2022-03-09,0.849292994,77.71604919,393.5557556,41982.92578,0.121587999,17.86667633,2729.783447,42.83615494,1.506816983,88.20206451,0.767235994
2022-03-10,0.806316018,74.00409698,372.1590271,39437.46094,0.116884999,16.97911835,2608.048584,40.77854156,1.439196944,82.93908691,0.737465024
2022-03-11,0.790125012,71.23547363,372.1840515,38794.97266,0.115602002,17.73442268,2559.562988,40.86930847,1.406504035,80.74499512,0.802155018
2022-03-12,0.790673971,71.00219727,372.7303772,38904.01172,0.115135998,18.15392303,2574.75415,41.05287933,1.399484992,81.55381775,0.786587
2022-03-13,0.790995002,68.0759964,361.849823,37849.66406,0.111607999,17.24793243,2518.94458,39.95965195,1.362876058,78.9360733,0.761350989
2022-03-14,0.803916991,68.89183807,373.466156,39666.75391,0.114047997,17.69595146,2590.696045,41.50074768,1.377899051,81.17333984,0.774655998
2022-03-15,0.800005972,69.88738251,371.6288452,39338.78516,0.112783998,17.82899666,2620.149658,41.0680275,1.380195975,82.95508575,0.766782999
2022-03-16,0.838374019,74.18374634,385.5282288,41143.92969,0.116907999,19.05336761,2772.055664,42.7516098,1.468358994,87.90362549,0.793537974
2022-03-17,0.836784005,79.53851318,391.8247375,40951.37891,0.116502002,18.75173187,2814.854492,43.10668564,1.449110985,87.87684631,0.793502986
2022-03-18,0.853433013,85.76238251,397.6455078,41801.15625,0.119305998,18.99189186,2945.343018,44.6448555,1.499554992,89.82203674,0.798265994
2022-03-19,0.901099026,89.69412231,399.8535461,42190.65234,0.123568997,19.3595047,2946.25708,44.89141846,1.528071046,92.41815186,0.819373012
2022-03-20,0.877092004,84.7243042,390.7683716,41247.82422,0.119153999,18.63864326,2860.459229,44.01049042,1.463919044,88.61486053,0.806120992
2022-03-21,0.916782022,86.4496994,396.4478149,41077.99609,0.119338997,18.79527092,2897.976563,44.77135849,1.466493011,88.75720215,0.838151991
2022-03-22,0.976440012,83.98144531,404.3149414,42358.80859,0.122481003,20.25219917,2973.131104,45.31536865,1.505447984,90.51296997,0.837096989
2022-03-23,1.107481956,86.25101471,408.6097717,42892.95703,0.129727006,21.00395584,3031.067139,46.20652771,1.556303024,95.10268402,0.837886989
2022-03-24,1.130010962,87.5553894,414.1269836,43960.93359,0.136549994,21.24549103,3108.062012,49.44827271,1.628764987,102.2236938,0.842967987
2022-03-25,1.097887993,83.66136932,410.8111572,44348.73047,0.131013006,20.54728508,3106.671387,49.75099564,1.579573035,98.65810394,0.825127006
2022-03-26,1.150593996,85.95565033,415.9197998,44500.82813,0.135867998,20.88795662,3143.178955,49.91953659,1.610803008,101.764183,0.832772017
2022-03-27,1.18214798,89.82484436,430.5032654,46820.49219,0.144731998,22.44786263,3291.577637,51.96204758,1.693480968,107.0842209,0.857343018
2022-03-28,1.170184016,89.60455322,430.3908691,47128.00391,0.142656997,21.97044945,3336.634521,51.72575378,1.660387039,106.4652557,0.863304019
2022-03-29,1.191112041,92.84088898,434.5056763,47465.73047,0.144470006,22.48617935,3401.987793,51.09607315,1.674787045,111.7103119,0.85799998
2022-03-30,1.190384984,95.77998352,442.684845,47062.66406,0.143209994,22.46834755,3385.157959,51.16405487,1.68461895,120.6994858,0.860813975
2022-03-31,1.141850948,96.92465973,428.9161072,45538.67578,0.137825996,21.30251122,3281.642822,48.88536835,1.617285967,122.6614609,0.81456399
2022-04-01,1.165424943,96.6931839,446.6042786,46281.64453,0.141314998,22.01698685,3449.552246,50.49321365,1.693914056,134.4309387,0.827740014
2022-04-02,1.156007051,95.9732666,436.9553528,45868.94922,0.138913006,22.64453506,3445.059326,49.72848511,1.654024959,132.1988678,0.824918985
2022-04-03,1.185940981,98.07778168,450.348877,46453.56641,0.146452993,23.20824623,3522.833496,50.45622635,1.688809991,136.7753296,0.842949986
2022-04-04,1.212944984,95.5202179,447.5249329,46622.67578,0.148590997,22.65777016,3521.241211,50.13238144,1.64991796,132.4126282,0.827251017
2022-04-05,1.170801044,91.02109528,445.1726074,45555.99219,0.172906995,21.78971481,3411.79248,48.5684967,1.592921019,126.862236,0.817641973
2022-04-06,1.052770972,82.95590973,420.1463623,43206.73828,0.143417001,19.83963394,3171.691895,45.09887314,1.458747029,112.8833847,0.761313975
2022-04-07,1.091894031,87.91970825,436.7967834,43503.84766,0.146101996,20.4263916,3233.274658,45.63444519,1.514053941,118.7965164,0.787999988
2022-04-08,1.026325941,83.76922607,421.6772461,42287.66406,0.142548993,19.40088463,3192.073975,44.72621536,1.435701966,109.8008804,0.754055977
2022-04-09,1.045014977,84.59462738,427.1530457,42782.13672,0.144302994,19.78758621,3261.91626,45.6590004,1.464321971,112.9727936,0.763584971
2022-04-10,1.030884981,81.81646729,418.5906677,42207.67188,0.149535,19.28530693,3211.866943,45.11608124,1.433465004,111.7424393,0.756614029
2022-04-11,0.920449972,74.17261505,394.0868835,39521.90234,0.134654,17.18889236,2981.052246,41.41772842,1.33317399,99.3391037,0.695023
2022-04-12,0.955145001,76.36006165,413.8739319,40127.18359,0.138076007,17.78587914,3030.376465,41.82501984,1.392868042,103.3063889,0.716614008
2022-04-13,0.974695981,80.00197601,423.1301575,41166.73047,0.140080005,18.19849968,3118.344238,42.88591766,1.420106053,105.0019455,0.723850012
2022-04-14,0.932412028,76.81785583,414.6637268,39935.51563,0.143920004,17.93079567,3019.909424,41.71937561,1.372640967,100.7078018,0.726818979
2022-04-15,0.95471698,77.43753815,417.2937317,40553.46484,0.146026,18.35092163,3040.916504,42.60456085,1.396420956,101.3097763,0.785674989
2022-04-16,0.952639997,77.89026642,417.4784546,40424.48438,0.143711999,18.63007927,3062.310303,41.85102081,1.390931964,102.2573166,0.78184098
2022-04-17,0.917465985,75.70925903,407.3777161,39716.95313,0.139458999,17.78047371,2993.40332,44.83160019,1.340073943,100.4096985,0.75315398
2022-04-18,0.936730027,77.79367828,416.9684143,40826.21484,0.140285999,18.16954613,3057.606689,43.40010452,1.421154976,102.1585312,0.768016994
2022-04-19,0.95333302,80.28591919,422.3870544,41502.75,0.142664999,18.89681244,3104.106445,43.53013611,1.428176045,108.5820313,0.775062978
2022-04-20,0.937340975,78.27433014,418.354248,41374.37891,0.140878007,19.08877754,3077.74585,42.79143143,1.41774404,105.4970016,0.752178013
2022-04-21,0.910474002,75.08074188,405.0214539,40527.36328,0.136364996,18.1859951,2987.480713,42.17320251,1.379861951,101.7761383,0.73317802
2022-04-22,0.907154024,74.12296295,406.9875183,39740.32031,0.136395007,18.29912949,2964.835693,41.41786957,1.399139047,100.6120529,0.719193995
2022-04-23,0.888503015,72.92001343,401.6524658,39486.73047,0.134241,18.73267174,2938.114014,41.12346649,1.365970969,100.7444382,0.707705021
2022-04-24,0.886349976,71.60303497,399.1053772,39469.29297,0.131946996,18.15865707,2922.732666,40.79900742,1.344244957,99.23579407,0.698738992
2022-04-25,0.898694992,72.86742401,404.3502808,40458.30859,0.157958999,18.11997986,3009.393555,41.8993721,1.35266602,101.2476349,0.694426
2022-04-26,0.827645004,68.67205811,385.4830627,38117.46094,0.137767002,16.65060043,2808.29834,38.67948532,1.242833018,95.78215027,0.641699016
2022-04-27,0.840595007,69.85772705,391.4458313,39241.12109,0.139699996,16.94801712,2888.929688,39.602005,1.257684946,98.3788681,0.652318001
2022-04-28,0.843949974,67.31945038,406.7182007,39773.82813,0.137363002,16.99651337,2936.940918,40.25321198,1.238903999,98.18572998,0.644362986
2022-04-29,0.805042982,63.41709518,393.0621643,38609.82422,0.135027006,16.1627903,2815.601807,38.78173065,1.140578985,94.01134491,0.611406982
2022-04-30,0.756659985,57.04800415,377.7678223,37714.875,0.127556995,14.51993942,2730.186768,38.00925827,1.035750031,85.09593201,0.587091029
2022-05-01,0.790344,58.85614777,390.2819824,38469.09375,0.132772997,15.38172913,2827.756104,39.1348114,1.101163983,89.67150879,0.607843995
2022-05-02,0.781529009,60.5171051,389.6706543,38529.32813,0.130937994,14.97844315,2857.4104,39.06038666,1.077590942,87.58101654,0.614269018
2022-05-03,0.771144986,59.66010666,383.4757996,37750.45313,0.129519999,14.72703743,2783.476318,37.80875778,1.075958967,85.84237671,0.604848981
2022-05-04,0.896942019,67.08610535,402.502655,39698.37109,0.135809004,16.3052578,2940.644775,39.56329727,1.171031952,92.77085114,0.646474004
2022-05-05,0.791152,59.12744141,378.7736206,36575.14063,0.128429994,14.58102798,2749.213135,36.23539352,1.064690948,84.59602356,0.598886013
2022-05-06,0.783358991,57.03432465,379.3042908,36040.92188,0.127901003,14.31310177,2694.979736,35.90779877,1.044132948,81.76410675,0.602569997
2022-05-07,0.761882007,55.1566925,365.6841125,35501.95313,0.127532005,13.77565384,2636.093018,35.11285019,1.021203995,78.98342133,0.582346976
2022-05-08,0.739562988,51.52122498,355.3987427,34059.26563,0.124206997,13.2540741,2517.459961,33.84153366,0.974345028,75.22018433,0.566527009
2022-05-09,0.610087991,41.97204208,299.348938,30296.95313,0.104823999,10.76703644,2245.43042,30.53663254,0.821914971,63.26965332,0.492940009
2022-05-10,0.628962994,44.56028366,319.3269653,31022.90625,0.108476996,11.3584919,2343.510986,33.13322067,0.890408993,66.76615143,0.513625979
2022-05-11,0.512799978,30.96286583,269.9627686,28936.35547,0.084581003,8.956188202,2072.108643,29.71458817,0.666290998,50.21084976,0.413376004
2022-05-12,0.473746002,30.35753632,269.4072571,29047.75195,0.082671002,8.745312691,1961.701538,29.72385216,0.601539016,44.68358994,0.385206014
2022-05-13,0.52887702,32.13642883,290.584198,29283.10352,0.088330999,10.49330044,2014.418213,30.8253479,0.667541981,48.59355164,0.423417002
2022-05-14,0.53935802,34.08252716,297.3876038,30101.26563,0.089795999,11.3506813,2056.273926,31.59646416,0.686138988,52.41722488,0.427774012
2022-05-15,0.597500026,36.54233551,312.0077209,31305.11328,0.092843004,11.79557228,2145.706787,32.6455307,0.737565994,58.81126022,0.447371006
2022-05-16,0.556716025,32.5719986,297.7101135,29862.91797,0.087840997,10.62463474,2022.725952,31.87615967,0.677281976,53.64646149,0.422499001
2022-05-17,0.578077018,34.39646149,305.9634399,30425.85742,0.090213001,11.03423595,2090.40918,32.03872299,0.726942003,57.12562561,0.437622994
2022-05-18,0.505614996,29.6054821,287.4387817,28720.27148,0.083649002,9.50667572,1916.656128,29.69733429,0.627577007,49.75621033,0.406165987
2022-05-19,0.533321023,30.37901497,306.7915649,30314.33398,0.086723,10.04160595,2018.336182,30.92023659,0.658816993,52.21397781,0.419975996
2022-05-20,0.517907023,28.95365906,302.3592224,29200.74023,0.083976999,9.684747696,1961.315674,29.77707863,0.636510015,49.53850937,0.411137015
